ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source,Last_Education_Qualification,Last_Education_Subject,Last_Education_Division,Last_Designation,Last_Level,Last_Office,Last_Organisation,Last_Field_of_Experience,Last_Category_of_Experience,Last_Start_Date,Last_End_Date
RJ024618,Shri Jk Sachdeva,Indian Administrative Services,Rajasthan,1983,1938-28-11,1992-06-23,By Promotion from State Civil Service,Male,Rajasthan,Hindi,English Hindi,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Collector & D M,Deputy Secretary,Jhunjhunu,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1992-1-6,1996-30-11
RJ024620,Shri C S Bhadoria,Indian Administrative Services,Rajasthan,1983,1937-13-11,1992-07-13,By Promotion from State Civil Service,Male,Rajasthan,Hindi,English Hindi,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Additional Commissioner,Deputy Secretary,Jaipur,Cadre (AIS),Transport,Transport,1992-1-7,1995-30-11
RJ024700,Shri Pramod Kumar Anand,Indian Administrative Services,Rajasthan,1983,1954-26-9,1983-08-29,Direct Recruitment,Male,Uttar Pradesh,Punjabi,Hindi Sanskrit Urdu,True,Superannuated,Supremo,P.G.,Physics,First,Additional Collector,Under Secretary,N.A.,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1987-1-8,1988-1-9
RJ906700,Shri Sriram Dixit,Indian Administrative Services,Rajasthan,1983,1937-11-6,1992-05-13,By Promotion from State Civil Service,Male,N.A.,N.A.,English,True,Superannuated,Supremo,N.A.,N.A.,Ordinary,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.Applicable,1991-1-7,1992-1-6
WB029021,Shri Pahari Kr Ray,Indian Administrative Service,West Bengal,1983,1942-2-3,1900-01-07,By Promotion from State Civil Service,Male,West Bengal,Bengali,English Hindi,True,Superannuated,Supremo,P.G.,Economics,Second,Chairman,Director,N.A.,N.A.,Energy,Energy,2000-3-1,2002-02-28
AM018802,Shri V Sonowal,Indian Administrative Services,Assam Meghalya,1983,1936-1-1,1983-07-01,By Promotion from State Civil Service,Male,Assam,Assamese,Bengali English Hindi,True,Superannuated,Supremo,P.G.,Economics,Second,Managing Director,Junior Scale,N.A.,Cadre (AIS),Corporate Management (New),Corporate Management (New),1977-1-10,1979-1-12
AM018803,Shri Promode C Deuri,Indian Administrative Services,Assam Meghalya,1983,1934-1-4,1983-07-01,By Promotion from State Civil Service,Male,Assam,Assamese,Bengali English Hindi,True,Superannuated,Supremo,P.G.,Economics,Second,Director,Junior Scale,N.A.,Cadre (AIS),Public Distribution,"Consumer Affairs, Food & PD",1983-1-7,1986-1-7
AM018804,Shri Kuladhar Kutum,Indian Administrative Services,Assam Meghalya,1983,1935-1-3,1983-07-01,By Promotion from State Civil Service,Male,Assam,Assamese,Bengali English Hindi,True,Superannuated,Supremo,Graduate,Law,Second,Deputy Secretary,Junior Scale,N.A.,Cadre (AIS),Agriculture,Agriculture & Cooperation,1981-1-7,1984-1-7
RJ024619,Shri Ram Nath Gupta,Indian Administrative Services,Rajasthan,1983,1937-8-10,1992-06-23,By Promotion from State Civil Service,Male,Rajasthan,Hindi,English Hindi,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Deputy Secretary,Deputy Secretary,Jaipur,Cadre (AIS),Finance,Finance,1992-1-6,1995-31-10
WB029020,Shri Shambu N Nandy,Indian Administrative Service,West Bengal,1983,1944-8-4,1991-12-17,By Promotion from State Civil Service,Male,West Bengal,Bengali,English Hindi,True,Superannuated,Supremo,Graduate,Political Sc.,Ordinary,Secretary,Joint Secretary,State Public Service Commission,N.A.,Recruitment Bd,Service Commn,2002-3-1,2004-08-31
UP056503,Shri Dn Roy,Indian Administrative Service,Uttar Pradesh,1983,1942-01-17,1985-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,Economics,Second,Spl Secy,Joint Secretary,Medical Edu,N.A.,Medical Institutes,Health & Family Welfare,2000-04-24,2002-01-31
WB029018,Shri Suprabhat Som,Indian Administrative Service,West Bengal,1983,1944-02-15,1991-12-17,By Promotion from State Civil Service,Male,West Bengal,Bengali,English Hindi,True,Superannuated,Supremo,Graduate,Physics,Ordinary,Director,Director,School Edu Deptt,N.A.,Elementry Education,Human Resource Dev,2002-02-28,2004-02-29
UP054102,Shri Ganga Deen Yadav,Indian Administrative Service,Uttar Pradesh,1983,1950-01-21,1988-12-05,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,PG Diploma,Economics,Ordinary,Cane Commissioner,Joint Secretary,Agriculture Deptt,N.A.,Crops,Agriculture & Cooperation,2007-7-6,2010-01-31
UP054103,Shri Jaidayal Puri,Indian Administrative Service,Uttar Pradesh,1983,1938-07-19,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Spl Secy,Deputy Secretary,Lucknow,N.A.,Home,Home,1993-7-1,1996-07-31
UP054104,Shri Mp Mishra,Indian Administrative Service,Uttar Pradesh,1983,1940-5-5,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,Economics,First,Commissioner,Joint Secretary,Banda,N.A.,Divisional Admn,Land Revenue Mgmt & District Admn,1999-11-3,2000-05-31
UP054105,Shri Rp Singh,Indian Administrative Service,Uttar Pradesh,1983,1939-07-25,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Spl Secy,Deputy Secretary,Lucknow,N.A.,Public Distribution,"Consumer Affairs, Food & PD",1995-12-1,1997-07-31
UP054106,Shri Parmatma Singh,Indian Administrative Service,Uttar Pradesh,1983,1939-12-8,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,Director,N.A.,N.A.,Municipal Administration,Urban Development,1997-7-1,1997-12-31
UP054107,Shri Dp Saxena,Indian Administrative Service,Uttar Pradesh,1983,1938-5-1,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Director,Under Secretary,N.A.,N.A.,Personnel Training,Personnel and General Administration,1991-9-1,1996-04-30
UP054108,Shri Satyendra Kumar,Indian Administrative Service,Uttar Pradesh,1983,1938-11-7,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,Political Sc.,Second,Vice Chairperson,Deputy Secretary,N.A.,N.A.,Urban Develoment,Urban Development,1992-7-1,1996-11-30
UP054100,Shri Kanhaiya Lal Meena,Indian Administrative Service,Uttar Pradesh,1983,1952-5-6,1983-08-29,Direct Recruitment,Male,Rajasthan,Hindi,English,True,Superannuated,Supremo,P.G.,Botany,Second,Secretary,Joint Secretary,Planning Deptt,N.A.,Planning,Planning & Prog Implementation,2008-07-30,2012-05-31
UP054109,Shri Brijesh Kumar,Indian Administrative Service,Uttar Pradesh,1983,1936-2-12,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,Economics,Second,Member (Judicial),Deputy Secretary,N.A.,N.A.,Revenue,Finance,1992-7-1,1994-2-1
UP054111,Shri Ab Singh,Indian Administrative Service,Uttar Pradesh,1983,1939-7-6,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,History,Second,Spl Secy,Deputy Secretary,Lucknow,N.A.,Revenue,Finance,1996-8-1,1997-07-31
UP054112,Shri Sc Bahukhandi,Indian Administrative Service,Uttar Pradesh,1983,1938-10-4,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,English,Ordinary,Spl Secy,Deputy Secretary,N.A.,N.A.,Elementry Education,Human Resource Dev,1994-6-1,1996-10-31
UP054113,Shri Nek Ram Nim,Indian Administrative Service,Uttar Pradesh,1983,1935-01-25,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,Ordinary,Jt Dev Commissioner,Deputy Secretary,N.A.,N.A.,Development Admn,Land Revenue Mgmt & District Admn,1992-7-1,1993-1-1
UP054114,Shri Bansi Dhar Ram,Indian Administrative Service,Uttar Pradesh,1983,1937-12-6,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,N.A.,District Collector,Deputy Secretary,Gonda,N.A.,District Admn,Land Revenue Mgmt & District Admn,1992-7-1,1995-12-31
UP054115,Shri Hira Lal,Indian Administrative Service,Uttar Pradesh,1983,1934-3-10,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,Ordinary,Additional Director,Under Secretary,N.A.,N.A.,Welfare,Social Justice & Empowerment,1990-6-1,1992-3-1
UP054116,Shri Hp Sharma,Indian Administrative Service,Uttar Pradesh,1983,1939-1-5,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English Sanskrit,True,Superannuated,Supremo,N.A.,N.A.,N.A.,OSD to Minister,Deputy Secretary,Ghaziabad,N.A.,Rural Development,Rural Dev,1994-9-1,1997-01-31
UP054117,Shri Kk Misra,Indian Administrative Service,Uttar Pradesh,1983,1939-07-15,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Jt Dev Commissioner,Deputy Secretary,Kanpur Nagar,N.A.,Planning,Planning & Prog Implementation,1994-6-1,1997-07-31
UP054110,Shri Pk Pandey,Indian Administrative Service,Uttar Pradesh,1983,1938-04-27,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Expired,Supremo,N.A.,N.A.,Ordinary,Director,Deputy Secretary,N.A.,N.A.,Revenue,Finance,1992-7-1,1992-7-1
UP054118,Shri Vn Pandey,Indian Administrative Service,Uttar Pradesh,1983,1940-11-8,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,Ancient History,Ordinary,Secretary,Joint Secretary,Tribal Dev Deptt,N.A.,Welfare,Social Justice & Empowerment,2000-2-5,2000-11-30
UP053800,Dr. Bachittar Singh,Indian Administrative Service,Uttar Pradesh,1983,1952-1-5,1983-08-29,Direct Recruitment,Male,Punjab,Punjabi,English Hindi,True,Superannuated,Supremo,Ph. D.,Philosophy,-,N.A.,Joint Secretary,N.A.,N.A.,N.A.,N.Applicable,2012-1-1,2012-01-31
UP053300,Ms. Dipa Singh Bagai,Indian Administrative Service,Uttar Pradesh,1983,1959-1-3,1983-01-07,Direct Recruitment,Female,Uttar Pradesh,Hindi,English,True,Retired compulsorily,Supremo,P.G.,Business Admn.,First,N.A.,Deputy Secretary,N.A.,N.A.,N.A.,N.Applicable,1998-09-18,2006-9-5
AP031600,Dr. P Subrahmanyam,Indian Administrative Services,Andhra Pradesh,1983,1953-2-6,1983-08-29,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi,True,Expired,Supremo,P.G.,Economics,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1985-1-9,1987-1-8
SK002700,Shri Rajesh Aggarwal,Indian Administrative Service,Sikkim,1983,1959-01-30,1983-01-07,Direct Recruitment,Male,Delhi,Hindi,English Punjabi,True,Retired voluntarily,Supremo,P.G.,Management,First,N.A.,Director,N.A.,N.A.,N.A.,N.Applicable,2006-1-1,2006-11-20
TG031500,Shri T Radha,Indian Administrative Service,Telangana,1983,1954-10-20,1983-01-09,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Malayalam Telugu,True,Superannuated,Supremo,P.G.,Political Sc.,First,Commissioner & Principal Secy,Additional Secretary,Disaster Mgmt Deptt,N.A.,Disaster Management,Home,2011-03-18,2014-10-31
TN027800,Shri L Krishnan,Indian Administrative Service,Tamil Nadu,1983,1955-5-9,1983-01-07,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi,True,Retired voluntarily,Supremo,Graduate,Mathematics,First,Spl Secy,Joint Secretary,Finance Deptt,N.A.,Finance,Finance,2001-09-26,1991-09-26
TN028000,Dr. K Ashok Vardhan Shetty,Indian Administrative Service,Tamil Nadu,1983,1957-07-31,1983-03-09,Direct Recruitment,Male,Karnataka,Kannada,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
TN028500,Dr. V Varaprasada Rao,Indian Administrative Service,Tamil Nadu,1983,1953-05-15,1984-09-17,Direct Recruitment,Male,Andhra Pradesh,Telugu,English,True,Retired voluntarily,Supremo,Post Ph.D.,Bio Chemistry,Ordinary,Spl Secy,Joint Secretary,Entrepreneurship Dev Institue.,N.A.,Small Scale Industries,Industries,2008-09-18,2009-3-1
TR009400,Shri G Kameswara Rao,Indian Administrative Service,Tripura,1983,1955-3-5,1983-08-29,Direct Recruitment,Male,Andhra Pradesh,Telugu,Bengali English Hindi Kannada,True,Superannuated,Supremo,P.G.,Botany,First,Chief Secy,Additional Secretary,General Admin Deptt,N.A.,General Administration,Personnel and General Administration,2014-07-31,2015-03-31
UP053700,Dr. Badri Prasad Nilaratna,Indian Administrative Service,Uttar Pradesh,1983,1952-12-15,1983-08-29,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,Physics,Second,N.A.,Joint Secretary,N.A.,N.A.,N.A.,N.Applicable,2012-02-20,2012-12-31
UD051516,Shri Bks Yadav,Indian Administrative Service,Uttarakhand,1983,1942-2-12,1900-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,N.A.,Joint Secretary,Uttar Pradesh,N.A.,N.A.,N.Applicable,2001-01-31,2002-02-28
UD055014,Shri Bk Singh,Indian Administrative Service,Uttarakhand,1983,1942-7-5,1991-10-14,By Promotion from State Civil Service,Male,-,Hindi,English,True,Superannuated,Supremo,Graduate,Physics,Second,Secretary,Joint Secretary,Uttar Pradesh,N.A.,Public Works,Public Works,2001-06-19,2002-07-31
UP051517,Shri Lal Bahadur Tiwari,Indian Administrative Service,Uttar Pradesh,1983,1943-3-2,1990-09-08,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Director,Joint Secretary,D/o Culture,N.A.,Cultural Affairs,Culture,2002-5-1,2003-03-31
UP051518,Shri Kk Dwivedi,Indian Administrative Service,Uttar Pradesh,1983,1940-3-1,1900-01-07,By Promotion from State Civil Service,Male,-,-,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Spl Secy,Director,N.A.,N.A.,General Administration,Personnel and General Administration,1997-7-1,1998-02-28
UP051519,Shri Js Sirohi,Indian Administrative Service,Uttar Pradesh,1983,1939-2-3,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,-,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,District Collector and District Magistrate,Director,Muzaffarnagar,N.A.,District Admn,Land Revenue Mgmt & District Admn,1995-12-1,1997-02-28
UP051520,Shri Rn Bhatia,Indian Administrative Service,Uttar Pradesh,1983,1942-2-3,1900-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,-,N.A.,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,N.A.,Director,N.A.,N.A.,N.A.,N.Applicable,2000-7-12,2002-02-28
UP051521,Shri Durgesh Joshi,Indian Administrative Service,Uttar Pradesh,1983,1940-01-16,1900-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,-,N.A.,True,Superannuated,Supremo,N.A.,N.A.,N.A.,District Collector and District Magistrate,Director,Tehri-Garhwal,N.A.,District Admn,Land Revenue Mgmt & District Admn,1997-7-1,1998-01-31
UP051522,Shri Rp Tyagi,Indian Administrative Service,Uttar Pradesh,1983,1942-1-1,1900-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,-,N.A.,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,N.A.,Director,N.A.,N.A.,N.A.,N.Applicable,1999-5-1,2001-12-31
UD054135,Shri Rp Singh,Indian Administrative Service,Uttarakhand,1983,1941-06-30,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Director,Joint Secretary,Kanpur Nagar,N.A.,Handlooms,Textiles,2000-4-1,2001-06-30
WB029019,Shri Sn Bandyopadhyay,Indian Administrative Service,West Bengal,1983,1942-11-6,1991-12-17,By Promotion from State Civil Service,Male,West Bengal,Bengali,English Hindi,True,Superannuated,Supremo,P.G.,Applied Geology,Ordinary,Principal Secy,Director,Co-operation Deptt,N.A.,Cooperatives,Agriculture & Cooperation,2000-2-2,2002-11-30
UP054119,Shri Rn Sharma,Indian Administrative Service,Uttar Pradesh,1983,1940-7-1,1983-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,Ancient History,-,Spl Secy,Director,N.A.,N.A.,Planning,Planning & Prog Implementation,1997-8-1,2000-06-30
UP054121,Ms. Uma Verma,Indian Administrative Service,Uttar Pradesh,1983,1942-9-10,1983-01-07,By Promotion from State Civil Service,Female,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Director,Director,N.A.,N.A.,Planning,Planning & Prog Implementation,2000-04-24,2002-09-30
UP055303,Shri Raj Kumar (I),Indian Administrative Service,Uttar Pradesh,1983,1941-02-22,1984-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Spl Secy,Joint Secretary,N.A.,N.A.,Elementry Education,Human Resource Dev,2000-4-1,2001-02-28
UP055304,Shri Ranbir Singh,Indian Administrative Service,Uttar Pradesh,1983,1939-6-1,1984-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,N.A.,N.A.,N.A.,District Collector and District Magistrate,Deputy Secretary,Etawah,N.A.,District Admn,Land Revenue Mgmt & District Admn,1995-7-1,1997-05-31
UP055305,Shri Rk Dubey,Indian Administrative Service,Uttar Pradesh,1983,1940-8-8,1984-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,Mathematics,Second,Spl Secy,Director,Lucknow,N.A.,Irrigation,Water Resources,1997-12-11,2000-08-31
UP056504,Shri Bm Joshi,Indian Administrative Service,Uttar Pradesh,1983,1942-10-27,1985-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Secy & Adviser,Joint Secretary,Finance Deptt,N.A.,Finance,Finance,2000-04-24,2002-10-31
UP056505,Shri S.L. Kesarwani,Indian Administrative Service,Uttar Pradesh,1983,1941-12-15,1985-01-07,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,Ancient History,Ordinary,Managing Director,Director,N.A.,N.A.,Agro Industries,Industries,2000-3-10,2001-12-31
UP914200,Shri Satya Prakash,Indian Administrative Service,Uttar Pradesh,1983,1937-08-20,1991-02-20,By Promotion from State Civil Service,Male,Uttar Pradesh,-,English,True,Superannuated,Supremo,N.A.,N.A.,Ordinary,Additional Commissioner,Deputy Secretary,N.A.,N.A.,Rural Development,Rural Dev,1991-12-1,1995-8-1
WB028100,Ms. Ranjna Mukherji,Indian Administrative Service,West Bengal,1983,1958-05-26,1983-01-07,Direct Recruitment,Female,West Bengal,Bengali,English German Hindi,True,Resigned,Supremo,P.G.,Physics,First,N.A.,Director,N.A.,N.A.,N.A.,N.Applicable,1999-7-1,2002-12-22
UP055215,Shri Kishan M Lal-i,Indian Administrative Service,Uttar Pradesh,1983,1941-10-15,1991-10-14,By Promotion from State Civil Service,Male,Uttar Pradesh,Hindi,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Secretary,Director,N.A.,N.A.,Programme Implementation,Planning & Prog Implementation,2001-3-1,2001-10-31
WB028900,Shri Debasish Som,Indian Administrative Service,West Bengal,1983,1960-3-10,1983-01-07,Direct Recruitment,Male,West Bengal,Bengali,English Hindi,True,Retired voluntarily,Supremo,Graduate,Electronics,First,Managing Director,Joint Secretary,State Industrial Dev Corpn,N.A.,Industries,Industries,2006-05-24,2007-09-30
WB029011,Shri Dc Sarkar,Indian Administrative Service,West Bengal,1983,1943-11-14,1991-01-07,By Promotion from State Civil Service,Male,West Bengal,Bengali,English Hindi,True,Superannuated,Supremo,P.G.,History,Second,OSD to Minister,Director,N.A.,N.A.,Elections,Law and Justice,2001-01-15,2001-05-18
WB029012,Shri Arun K Roy-ii,Indian Administrative Service,West Bengal,1983,1942-2-12,1900-01-07,By Promotion from State Civil Service,Male,-,-,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Spl Secy,Director,N.A.,N.A.,Elementry Education,Human Resource Dev,1999-11-1,2002-02-28
WB029013,Shri Bk Majumdar,Indian Administrative Service,West Bengal,1983,1944-7-12,1900-01-07,By Promotion from State Civil Service,Male,West Bengal,Bengali,Bengali English,True,Superannuated,Supremo,P.G.,Economics,Second,Secretary,Director,Finance Deptt,N.A.,Finance,Finance,2004-03-25,2004-07-31
